YearMonth,DISTNO,PrimaryType,CaseCount
2019-01,13,CRIMINAL DAMAGE,47
2019-01,11,THEFT,139
2019-01,11,BATTERY,249
2019-01,11,CRIMINAL DAMAGE,114
2019-01,15,THEFT,112
2019-01,15,BATTERY,183
2019-01,15,CRIMINAL DAMAGE,53
2019-01,8,THEFT,232
2019-01,8,BATTERY,213
2019-01,8,CRIMINAL DAMAGE,132
2019-01,4,THEFT,161
2019-01,4,BATTERY,243
2019-01,4,CRIMINAL DAMAGE,111
2019-01,5,THEFT,108
2019-01,5,BATTERY,169
2019-01,5,CRIMINAL DAMAGE,79
2019-01,6,THEFT,196
2019-01,6,BATTERY,247
2019-01,6,CRIMINAL DAMAGE,118
2019-01,22,THEFT,115
2019-01,22,BATTERY,95
2019-01,22,CRIMINAL DAMAGE,64
2019-01,9,THEFT,129
2019-01,9,BATTERY,137
2019-01,9,CRIMINAL DAMAGE,99
2019-01,7,THEFT,123
2019-01,7,BATTERY,235
2019-01,7,CRIMINAL DAMAGE,110
2019-01,2,THEFT,75
2019-01,2,BATTERY,100
2019-01,2,CRIMINAL DAMAGE,32
2019-01,3,THEFT,113
2019-01,3,BATTERY,226
2019-01,3,CRIMINAL DAMAGE,108
2019-01,21,THEFT,155
2019-01,21,BATTERY,109
2019-01,21,CRIMINAL DAMAGE,40
2019-02,OH,THEFT,23
2019-02,OH,BATTERY,9
2019-02,OH,CRIMINAL DAMAGE,6
2019-02,16,THEFT,119
2019-02,16,BATTERY,95
2019-02,16,CRIMINAL DAMAGE,67
2019-02,17,THEFT,136
2019-02,17,BATTERY,81
2019-02,17,CRIMINAL DAMAGE,58
2019-02,25,THEFT,185
2019-02,25,BATTERY,158
2019-02,25,CRIMINAL DAMAGE,94
2019-02,14,THEFT,195
2019-02,14,BATTERY,80
2019-02,14,CRIMINAL DAMAGE,53
2019-02,24,THEFT,136
2019-02,24,BATTERY,90
2019-02,24,CRIMINAL DAMAGE,54
2019-02,20,THEFT,92
2019-02,20,BATTERY,62
2019-02,20,CRIMINAL DAMAGE,32
2019-02,18,THEFT,536
2019-02,18,BATTERY,117
2019-02,18,CRIMINAL DAMAGE,70
2019-02,19,THEFT,150
2019-02,19,BATTERY,37
2019-02,19,CRIMINAL DAMAGE,32
2019-02,23,THEFT,167
2019-02,23,BATTERY,62
2019-02,23,CRIMINAL DAMAGE,26
2019-02,1,THEFT,522
2019-02,1,BATTERY,82
2019-02,1,CRIMINAL DAMAGE,42
2019-02,12,THEFT,172
2019-02,12,BATTERY,70
2019-02,12,CRIMINAL DAMAGE,51
2019-02,10,THEFT,100
2019-02,10,BATTERY,163
2019-02,10,CRIMINAL DAMAGE,76
2019-02,13,THEFT,136
2019-02,13,BATTERY,74
2019-02,13,CRIMINAL DAMAGE,35
2019-02,11,THEFT,116
2019-02,11,BATTERY,254
2019-02,11,CRIMINAL DAMAGE,82
2019-02,15,THEFT,84
2019-02,15,BATTERY,149
2019-02,15,CRIMINAL DAMAGE,74
2019-02,8,THEFT,219
2019-02,8,BATTERY,213
2019-02,8,CRIMINAL DAMAGE,158
2019-02,4,THEFT,155
2019-02,4,BATTERY,195
2019-02,4,CRIMINAL DAMAGE,95
2019-02,5,THEFT,103
2019-02,5,BATTERY,168
2019-02,5,CRIMINAL DAMAGE,87
2019-02,6,THEFT,210
2019-02,6,BATTERY,268
2019-02,6,CRIMINAL DAMAGE,104
2019-02,22,THEFT,106
2019-02,22,BATTERY,107
2019-02,22,CRIMINAL DAMAGE,45
2019-02,9,THEFT,151
2019-02,9,BATTERY,149
2019-02,9,CRIMINAL DAMAGE,98
2019-02,7,THEFT,110
2019-02,7,BATTERY,228
2019-02,7,CRIMINAL DAMAGE,94
2019-02,2,THEFT,68
2019-02,2,BATTERY,100
2019-02,2,CRIMINAL DAMAGE,51
2019-02,3,THEFT,160
2019-02,3,BATTERY,214
2019-02,3,CRIMINAL DAMAGE,87
2019-02,21,THEFT,142
2019-02,21,BATTERY,96
2019-02,21,CRIMINAL DAMAGE,36
2019-03,OH,THEFT,30
2019-03,OH,BATTERY,9
2019-03,OH,CRIMINAL DAMAGE,2
2019-03,16,THEFT,125
2019-03,16,BATTERY,95
2019-03,16,CRIMINAL DAMAGE,94
2019-03,17,THEFT,128
2019-03,17,BATTERY,96
2019-03,17,CRIMINAL DAMAGE,54
2019-03,25,THEFT,198
2019-03,25,BATTERY,186
2019-03,25,CRIMINAL DAMAGE,109
2019-03,14,THEFT,219
2019-03,14,BATTERY,102
2019-03,14,CRIMINAL DAMAGE,82
2019-03,24,THEFT,136
2019-03,24,BATTERY,103
2019-03,24,CRIMINAL DAMAGE,68
2019-03,20,THEFT,90
2019-03,20,BATTERY,67
2019-03,20,CRIMINAL DAMAGE,24
2019-03,18,THEFT,522
2019-03,18,BATTERY,159
2019-03,18,CRIMINAL DAMAGE,54
2019-03,19,THEFT,196
2019-03,19,BATTERY,43
2019-03,19,CRIMINAL DAMAGE,59
2019-03,23,THEFT,131
2019-03,23,BATTERY,87
2019-03,23,CRIMINAL DAMAGE,38
2019-03,1,THEFT,511
2019-03,1,BATTERY,109
2019-03,1,CRIMINAL DAMAGE,46
2019-03,12,THEFT,149
2019-03,12,BATTERY,87
2019-03,12,CRIMINAL DAMAGE,49
2019-03,10,THEFT,130
2019-03,10,BATTERY,220
2019-03,10,CRIMINAL DAMAGE,74
2019-03,13,THEFT,155
2019-03,13,BATTERY,89
2019-03,13,CRIMINAL DAMAGE,71
2019-03,11,THEFT,155
2019-03,11,BATTERY,307
2019-03,11,CRIMINAL DAMAGE,109
2019-03,15,THEFT,103
2019-03,15,BATTERY,199
2019-03,15,CRIMINAL DAMAGE,87
2019-03,8,THEFT,208
2019-03,8,BATTERY,225
2019-03,8,CRIMINAL DAMAGE,138
2019-03,4,THEFT,170
2019-03,4,BATTERY,286
2019-03,4,CRIMINAL DAMAGE,110
2019-03,5,THEFT,100
2019-03,5,BATTERY,207
2019-03,5,CRIMINAL DAMAGE,102
2019-03,6,THEFT,203
2019-03,6,BATTERY,321
2019-03,6,CRIMINAL DAMAGE,137
2019-03,22,THEFT,95
2019-03,22,BATTERY,134
2019-03,22,CRIMINAL DAMAGE,76
2019-03,9,THEFT,143
2019-03,9,BATTERY,177
2019-03,9,CRIMINAL DAMAGE,113
2019-03,7,THEFT,121
2019-03,7,BATTERY,243
2019-03,7,CRIMINAL DAMAGE,119
2019-03,2,THEFT,79
2019-03,2,BATTERY,119
2019-03,2,CRIMINAL DAMAGE,47
2019-03,3,THEFT,142
2019-03,3,BATTERY,242
2019-03,3,CRIMINAL DAMAGE,109
2019-03,21,THEFT,146
2019-03,21,BATTERY,131
2019-03,21,CRIMINAL DAMAGE,40
2019-04,OH,THEFT,38
2019-04,OH,BATTERY,8
2019-04,OH,CRIMINAL DAMAGE,7
2019-04,16,THEFT,142
2019-04,16,BATTERY,130
2019-04,16,CRIMINAL DAMAGE,85
2019-04,17,THEFT,163
2019-04,17,BATTERY,77
2019-04,17,CRIMINAL DAMAGE,74
2019-04,25,THEFT,187
2019-04,25,BATTERY,196
2019-04,25,CRIMINAL DAMAGE,111
2019-04,14,THEFT,196
2019-04,14,BATTERY,86
2019-04,14,CRIMINAL DAMAGE,66
2019-04,24,THEFT,149
2019-04,24,BATTERY,103
2019-04,24,CRIMINAL DAMAGE,63
2019-04,20,THEFT,99
2019-04,20,BATTERY,54
2019-04,20,CRIMINAL DAMAGE,31
2019-04,18,THEFT,531
2019-04,18,BATTERY,153
2019-04,18,CRIMINAL DAMAGE,71
2019-04,19,THEFT,168
2019-04,19,BATTERY,37
2019-04,19,CRIMINAL DAMAGE,66
2019-04,23,THEFT,180
2019-04,23,BATTERY,75
2019-04,23,CRIMINAL DAMAGE,45
2019-04,1,THEFT,519
2019-04,1,BATTERY,121
2019-04,1,CRIMINAL DAMAGE,65
2019-04,12,THEFT,140
2019-04,12,BATTERY,77
2019-04,12,CRIMINAL DAMAGE,44
2019-04,10,THEFT,126
2019-04,10,BATTERY,226
2019-04,10,CRIMINAL DAMAGE,116
2019-04,13,THEFT,147
2019-04,13,BATTERY,69
2019-04,13,CRIMINAL DAMAGE,55
2019-04,11,THEFT,162
2019-04,11,BATTERY,291
2019-04,11,CRIMINAL DAMAGE,126
2019-04,15,THEFT,119
2019-04,15,BATTERY,220
2019-04,15,CRIMINAL DAMAGE,91
2019-04,8,THEFT,199
2019-04,8,BATTERY,208
2019-04,8,CRIMINAL DAMAGE,181
2019-04,4,THEFT,150
2019-04,4,BATTERY,276
2019-04,4,CRIMINAL DAMAGE,137
2019-04,5,THEFT,107
2019-04,5,BATTERY,225
2019-04,5,CRIMINAL DAMAGE,118
2019-04,6,THEFT,225
2019-04,6,BATTERY,305
2019-04,6,CRIMINAL DAMAGE,183
2019-04,22,THEFT,112
2019-04,22,BATTERY,127
2019-04,22,CRIMINAL DAMAGE,91
2019-04,9,THEFT,171
2019-04,9,BATTERY,134
2019-04,9,CRIMINAL DAMAGE,105
2019-04,7,THEFT,127
2019-04,7,BATTERY,308
2019-04,7,CRIMINAL DAMAGE,103
2019-04,2,THEFT,85
2019-04,2,BATTERY,109
2019-04,2,CRIMINAL DAMAGE,44
2019-04,3,THEFT,154
2019-04,3,BATTERY,257
2019-04,3,CRIMINAL DAMAGE,138
2019-04,21,THEFT,170
2019-04,21,BATTERY,90
2019-04,21,CRIMINAL DAMAGE,47
2019-05,OH,THEFT,39
2019-05,OH,BATTERY,13
2019-05,OH,CRIMINAL DAMAGE,4
2019-05,16,THEFT,138
2019-05,16,BATTERY,117
2019-05,16,CRIMINAL DAMAGE,68
2019-05,17,THEFT,120
2019-05,17,BATTERY,119
2019-05,17,CRIMINAL DAMAGE,56
2019-05,25,THEFT,189
2019-05,25,BATTERY,250
2019-05,25,CRIMINAL DAMAGE,116
2019-05,14,THEFT,258
2019-05,14,BATTERY,103
2019-05,14,CRIMINAL DAMAGE,107
2019-05,24,THEFT,189
2019-05,24,BATTERY,136
2019-05,24,CRIMINAL DAMAGE,118
2019-05,20,THEFT,129
2019-05,20,BATTERY,69
2019-05,20,CRIMINAL DAMAGE,33
2019-05,18,THEFT,604
2019-05,18,BATTERY,161
2019-05,18,CRIMINAL DAMAGE,73
2019-05,19,THEFT,182
2019-05,19,BATTERY,42
2019-05,19,CRIMINAL DAMAGE,51
2019-05,23,THEFT,201
2019-05,23,BATTERY,84
2019-05,23,CRIMINAL DAMAGE,39
2019-05,1,THEFT,629
2019-05,1,BATTERY,129
2019-05,1,CRIMINAL DAMAGE,59
2019-05,12,THEFT,181
2019-05,12,BATTERY,113
2019-05,12,CRIMINAL DAMAGE,41
2019-05,10,THEFT,154
2019-05,10,BATTERY,238
2019-05,10,CRIMINAL DAMAGE,111
2019-05,13,THEFT,174
2019-05,13,BATTERY,93
2019-05,13,CRIMINAL DAMAGE,70
2019-05,11,THEFT,191
2019-05,11,BATTERY,372
2019-05,11,CRIMINAL DAMAGE,138
2019-05,15,THEFT,140
2019-05,15,BATTERY,228
2019-05,15,CRIMINAL DAMAGE,92
2019-05,8,THEFT,228
2019-05,8,BATTERY,260
2019-05,8,CRIMINAL DAMAGE,168
2019-05,4,THEFT,217
2019-05,4,BATTERY,307
2019-05,4,CRIMINAL DAMAGE,138
2019-05,5,THEFT,150
2019-05,5,BATTERY,249
2019-05,5,CRIMINAL DAMAGE,146
2019-05,6,THEFT,246
2019-05,6,BATTERY,357
2019-05,6,CRIMINAL DAMAGE,192
2019-05,22,THEFT,147
2019-05,22,BATTERY,154
2019-05,22,CRIMINAL DAMAGE,95
2019-05,9,THEFT,187
2019-05,9,BATTERY,202
2019-05,9,CRIMINAL DAMAGE,136
2019-05,7,THEFT,158
2019-05,7,BATTERY,330
2019-05,7,CRIMINAL DAMAGE,150
2019-05,2,THEFT,93
2019-05,2,BATTERY,154
2019-05,2,CRIMINAL DAMAGE,68
2019-05,3,THEFT,169
2019-05,3,BATTERY,330
2019-05,3,CRIMINAL DAMAGE,159
2019-05,21,THEFT,169
2019-05,21,BATTERY,124
2019-05,21,CRIMINAL DAMAGE,57
2019-06,OH,THEFT,34
2019-06,OH,BATTERY,11
2019-06,OH,CRIMINAL DAMAGE,3
2019-06,16,THEFT,131
2019-06,16,BATTERY,118
2019-06,16,CRIMINAL DAMAGE,81
2019-06,17,THEFT,145
2019-06,17,BATTERY,106
2019-06,17,CRIMINAL DAMAGE,62
2019-06,25,THEFT,211
2019-06,25,BATTERY,232
2019-06,25,CRIMINAL DAMAGE,116
2019-06,14,THEFT,330
2019-06,14,BATTERY,154
2019-06,14,CRIMINAL DAMAGE,104
2019-06,24,THEFT,211
2019-06,24,BATTERY,115
2019-06,24,CRIMINAL DAMAGE,75
2019-06,20,THEFT,124
2019-06,20,BATTERY,80
2019-06,20,CRIMINAL DAMAGE,51
2019-06,18,THEFT,640
2019-06,18,BATTERY,180
2019-06,18,CRIMINAL DAMAGE,94
2019-06,19,THEFT,207
2019-06,19,BATTERY,65
2019-06,19,CRIMINAL DAMAGE,72
2019-06,23,THEFT,260
2019-06,23,BATTERY,113
2019-06,23,CRIMINAL DAMAGE,53
2019-06,1,THEFT,608
2019-06,1,BATTERY,125
2019-06,1,CRIMINAL DAMAGE,69
2019-06,12,THEFT,167
2019-06,12,BATTERY,117
2019-06,12,CRIMINAL DAMAGE,55
2019-06,10,THEFT,150
2019-06,10,BATTERY,235
2019-06,10,CRIMINAL DAMAGE,103
2019-06,13,THEFT,182
2019-06,13,BATTERY,85
2019-06,13,CRIMINAL DAMAGE,90
2019-06,11,THEFT,181
2019-06,11,BATTERY,362
2019-06,11,CRIMINAL DAMAGE,132
2019-06,15,THEFT,128
2019-06,15,BATTERY,251
2019-06,15,CRIMINAL DAMAGE,88
2019-06,8,THEFT,213
2019-06,8,BATTERY,269
2019-06,8,CRIMINAL DAMAGE,179
2019-06,4,THEFT,209
2019-06,4,BATTERY,301
2019-06,4,CRIMINAL DAMAGE,145
2019-06,5,THEFT,119
2019-06,5,BATTERY,256
2019-06,5,CRIMINAL DAMAGE,126
2019-06,6,THEFT,297
2019-06,6,BATTERY,353
2019-06,6,CRIMINAL DAMAGE,179
2019-06,22,THEFT,124
2019-06,22,BATTERY,148
2019-06,22,CRIMINAL DAMAGE,90
2019-06,9,THEFT,199
2019-06,9,BATTERY,214
2019-06,9,CRIMINAL DAMAGE,109
2019-06,7,THEFT,150
2019-06,7,BATTERY,335
2019-06,7,CRIMINAL DAMAGE,157
2019-06,2,THEFT,127
2019-06,2,BATTERY,137
2019-06,2,CRIMINAL DAMAGE,79
2019-06,3,THEFT,191
2019-06,3,BATTERY,248
2019-06,3,CRIMINAL DAMAGE,122
2019-06,21,THEFT,203
2019-06,21,BATTERY,119
2019-06,21,CRIMINAL DAMAGE,75
2019-07,OH,THEFT,56
2019-07,OH,BATTERY,18
2019-07,OH,CRIMINAL DAMAGE,2
2019-07,16,THEFT,150
2019-07,16,BATTERY,121
2019-07,16,CRIMINAL DAMAGE,89
2019-07,17,THEFT,169
2019-07,17,BATTERY,99
2019-07,17,CRIMINAL DAMAGE,80
2019-07,25,THEFT,254
2019-07,25,BATTERY,250
2019-07,25,CRIMINAL DAMAGE,135
2019-07,14,THEFT,334
2019-07,14,BATTERY,121
2019-07,14,CRIMINAL DAMAGE,95
2019-07,24,THEFT,206
2019-07,24,BATTERY,130
2019-07,24,CRIMINAL DAMAGE,93
2019-07,20,THEFT,120
2019-07,20,BATTERY,71
2019-07,20,CRIMINAL DAMAGE,50
2019-07,18,THEFT,621
2019-07,18,BATTERY,183
2019-07,18,CRIMINAL DAMAGE,84
2019-07,19,THEFT,215
2019-07,19,BATTERY,75
2019-07,19,CRIMINAL DAMAGE,48
2019-07,23,THEFT,226
2019-07,23,BATTERY,105
2019-07,23,CRIMINAL DAMAGE,39
2019-07,1,THEFT,589
2019-07,1,BATTERY,143
2019-07,1,CRIMINAL DAMAGE,63
2019-07,12,THEFT,186
2019-07,12,BATTERY,98
2019-07,12,CRIMINAL DAMAGE,72
2019-07,10,THEFT,172
2019-07,10,BATTERY,250
2019-07,10,CRIMINAL DAMAGE,124
2019-07,13,THEFT,200
2019-07,13,BATTERY,98
2019-07,13,CRIMINAL DAMAGE,55
2019-07,11,THEFT,203
2019-07,11,BATTERY,386
2019-07,11,CRIMINAL DAMAGE,150
2019-07,15,THEFT,138
2019-07,15,BATTERY,303
2019-07,15,CRIMINAL DAMAGE,103
2019-07,8,THEFT,271
2019-07,8,BATTERY,257
2019-07,8,CRIMINAL DAMAGE,187
2019-07,4,THEFT,221
2019-07,4,BATTERY,288
2019-07,4,CRIMINAL DAMAGE,170
2019-07,5,THEFT,145
2019-07,5,BATTERY,239
2019-07,5,CRIMINAL DAMAGE,164
2019-07,6,THEFT,297
2019-07,6,BATTERY,361
2019-07,6,CRIMINAL DAMAGE,173
2019-07,22,THEFT,156
2019-07,22,BATTERY,126
2019-07,22,CRIMINAL DAMAGE,89
2019-07,9,THEFT,199
2019-07,9,BATTERY,225
2019-07,9,CRIMINAL DAMAGE,118
2019-07,7,THEFT,198
2019-07,7,BATTERY,333
2019-07,7,CRIMINAL DAMAGE,150
2019-07,2,THEFT,104
2019-07,2,BATTERY,132
2019-07,2,CRIMINAL DAMAGE,70
2019-07,3,THEFT,209
2019-07,3,BATTERY,312
2019-07,3,CRIMINAL DAMAGE,122
2019-07,21,THEFT,230
2019-07,21,BATTERY,122
2019-07,21,CRIMINAL DAMAGE,56
2019-08,OH,THEFT,39
2019-08,OH,BATTERY,12
2019-08,OH,CRIMINAL DAMAGE,3
2019-08,16,THEFT,144
2019-08,16,BATTERY,113
2019-08,16,CRIMINAL DAMAGE,73
2019-08,17,THEFT,219
2019-08,17,BATTERY,102
2019-08,17,CRIMINAL DAMAGE,79
2019-08,25,THEFT,230
2019-08,25,BATTERY,234
2019-08,25,CRIMINAL DAMAGE,140
2019-08,14,THEFT,321
2019-08,14,BATTERY,100
2019-08,14,CRIMINAL DAMAGE,106
2019-08,24,THEFT,223
2019-08,24,BATTERY,118
2019-08,24,CRIMINAL DAMAGE,101
2019-08,20,THEFT,128
2019-08,20,BATTERY,80
2019-08,20,CRIMINAL DAMAGE,46
2019-08,18,THEFT,615
2019-08,18,BATTERY,175
2019-08,18,CRIMINAL DAMAGE,83
2019-08,19,THEFT,204
2019-08,19,BATTERY,54
2019-08,19,CRIMINAL DAMAGE,58
2019-08,23,THEFT,218
2019-08,23,BATTERY,113
2019-08,23,CRIMINAL DAMAGE,36
2019-08,1,THEFT,716
2019-08,1,BATTERY,135
2019-08,1,CRIMINAL DAMAGE,59
2019-08,12,THEFT,254
2019-08,12,BATTERY,96
2019-08,12,CRIMINAL DAMAGE,60
2019-08,10,THEFT,144
2019-08,10,BATTERY,258
2019-08,10,CRIMINAL DAMAGE,113
2019-08,13,THEFT,206
2019-08,13,BATTERY,84
2019-08,13,CRIMINAL DAMAGE,72
2019-08,11,THEFT,196
2019-08,11,BATTERY,347
2019-08,11,CRIMINAL DAMAGE,147
2019-08,15,THEFT,143
2019-08,15,BATTERY,227
2019-08,15,CRIMINAL DAMAGE,117
2019-08,8,THEFT,328
2019-08,8,BATTERY,259
2019-08,8,CRIMINAL DAMAGE,196
2019-08,4,THEFT,191
2019-08,4,BATTERY,265
2019-08,4,CRIMINAL DAMAGE,150
2019-08,5,THEFT,169
2019-08,5,BATTERY,246
2019-08,5,CRIMINAL DAMAGE,140
2019-08,6,THEFT,274
2019-08,6,BATTERY,339
2019-08,6,CRIMINAL DAMAGE,180
2019-08,22,THEFT,174
2019-08,22,BATTERY,129
2019-08,22,CRIMINAL DAMAGE,83
2019-08,9,THEFT,209
2019-08,9,BATTERY,179
2019-08,9,CRIMINAL DAMAGE,145
2019-08,7,THEFT,191
2019-08,7,BATTERY,311
2019-08,7,CRIMINAL DAMAGE,120
2019-08,2,THEFT,99
2019-08,2,BATTERY,131
2019-08,2,CRIMINAL DAMAGE,62
2019-08,3,THEFT,201
2019-08,3,BATTERY,315
2019-08,3,CRIMINAL DAMAGE,122
2019-08,21,THEFT,210
2019-08,21,BATTERY,112
2019-08,21,CRIMINAL DAMAGE,52
2019-09,OH,THEFT,42
2019-09,OH,BATTERY,12
2019-09,OH,CRIMINAL DAMAGE,4
2019-09,16,THEFT,113
2019-09,16,BATTERY,130
2019-09,16,CRIMINAL DAMAGE,64
2019-09,17,THEFT,188
2019-09,17,BATTERY,98
2019-09,17,CRIMINAL DAMAGE,90
2019-09,25,THEFT,204
2019-09,25,BATTERY,232
2019-09,25,CRIMINAL DAMAGE,134
2019-09,14,THEFT,303
2019-09,14,BATTERY,84
2019-09,14,CRIMINAL DAMAGE,79
2019-09,24,THEFT,198
2019-09,24,BATTERY,114
2019-09,24,CRIMINAL DAMAGE,75
2019-09,20,THEFT,90
2019-09,20,BATTERY,58
2019-09,20,CRIMINAL DAMAGE,44
2019-09,18,THEFT,541
2019-09,18,BATTERY,158
2019-09,18,CRIMINAL DAMAGE,67
2019-09,19,THEFT,218
2019-09,19,BATTERY,51
2019-09,19,CRIMINAL DAMAGE,49
2019-09,23,THEFT,175
2019-09,23,BATTERY,114
2019-09,23,CRIMINAL DAMAGE,27
2019-09,1,THEFT,485
2019-09,1,BATTERY,114
2019-09,1,CRIMINAL DAMAGE,46
2019-09,12,THEFT,207
2019-09,12,BATTERY,107
2019-09,12,CRIMINAL DAMAGE,56
2019-09,10,THEFT,162
2019-09,10,BATTERY,231
2019-09,10,CRIMINAL DAMAGE,117
2019-09,13,THEFT,205
2019-09,13,BATTERY,86
2019-09,13,CRIMINAL DAMAGE,58
2019-09,11,THEFT,210
2019-09,11,BATTERY,287
2019-09,11,CRIMINAL DAMAGE,118
2019-09,15,THEFT,166
2019-09,15,BATTERY,225
2019-09,15,CRIMINAL DAMAGE,101
2019-09,8,THEFT,230
2019-09,8,BATTERY,255
2019-09,8,CRIMINAL DAMAGE,182
2019-09,4,THEFT,227
2019-09,4,BATTERY,232
2019-09,4,CRIMINAL DAMAGE,139
2019-09,5,THEFT,123
2019-09,5,BATTERY,181
2019-09,5,CRIMINAL DAMAGE,124
2019-09,6,THEFT,247
2019-09,6,BATTERY,313
2019-09,6,CRIMINAL DAMAGE,172
2019-09,22,THEFT,156
2019-09,22,BATTERY,127
2019-09,22,CRIMINAL DAMAGE,88
2019-09,9,THEFT,186
2019-09,9,BATTERY,217
2019-09,9,CRIMINAL DAMAGE,116
2019-09,7,THEFT,155
2019-09,7,BATTERY,308
2019-09,7,CRIMINAL DAMAGE,122
2019-09,2,THEFT,115
2019-09,2,BATTERY,153
2019-09,2,CRIMINAL DAMAGE,65
2019-09,3,THEFT,202
2019-09,3,BATTERY,277
2019-09,3,CRIMINAL DAMAGE,139
2019-09,21,THEFT,182
2019-09,21,BATTERY,145
2019-09,21,CRIMINAL DAMAGE,78
2019-10,OH,THEFT,22
2019-10,OH,BATTERY,15
2019-10,OH,CRIMINAL DAMAGE,5
2019-10,16,THEFT,96
2019-10,16,BATTERY,77
2019-10,16,CRIMINAL DAMAGE,85
2019-10,17,THEFT,194
2019-10,17,BATTERY,89
2019-10,17,CRIMINAL DAMAGE,96
2019-10,25,THEFT,213
2019-10,25,BATTERY,223
2019-10,25,CRIMINAL DAMAGE,104
2019-10,14,THEFT,324
2019-10,14,BATTERY,108
2019-10,14,CRIMINAL DAMAGE,94
2019-10,24,THEFT,167
2019-10,24,BATTERY,113
2019-10,24,CRIMINAL DAMAGE,76
2019-10,20,THEFT,111
2019-10,20,BATTERY,55
2019-10,20,CRIMINAL DAMAGE,35
2019-10,18,THEFT,568
2019-10,18,BATTERY,141
2019-10,18,CRIMINAL DAMAGE,72
2019-10,19,THEFT,223
2019-10,19,BATTERY,44
2019-10,19,CRIMINAL DAMAGE,58
2019-10,23,THEFT,172
2019-10,23,BATTERY,71
2019-10,23,CRIMINAL DAMAGE,23
2019-10,1,THEFT,522
2019-10,1,BATTERY,117
2019-10,1,CRIMINAL DAMAGE,30
2019-10,12,THEFT,212
2019-10,12,BATTERY,67
2019-10,12,CRIMINAL DAMAGE,60
2019-10,10,THEFT,154
2019-10,10,BATTERY,190
2019-10,10,CRIMINAL DAMAGE,102
2019-10,13,THEFT,203
2019-10,13,BATTERY,80
2019-10,13,CRIMINAL DAMAGE,58
2019-10,11,THEFT,159
2019-10,11,BATTERY,290
2019-10,11,CRIMINAL DAMAGE,118
2019-10,15,THEFT,114
2019-10,15,BATTERY,204
2019-10,15,CRIMINAL DAMAGE,80
2019-10,8,THEFT,244
2019-10,8,BATTERY,231
2019-10,8,CRIMINAL DAMAGE,153
2019-10,4,THEFT,195
2019-10,4,BATTERY,220
2019-10,4,CRIMINAL DAMAGE,151
2019-10,5,THEFT,128
2019-10,5,BATTERY,177
2019-10,5,CRIMINAL DAMAGE,160
2019-10,6,THEFT,266
2019-10,6,BATTERY,309
2019-10,6,CRIMINAL DAMAGE,190
2019-10,22,THEFT,160
2019-10,22,BATTERY,113
2019-10,22,CRIMINAL DAMAGE,89
2019-10,9,THEFT,170
2019-10,9,BATTERY,186
2019-10,9,CRIMINAL DAMAGE,109
2019-10,7,THEFT,170
2019-10,7,BATTERY,266
2019-10,7,CRIMINAL DAMAGE,130
2019-10,2,THEFT,101
2019-10,2,BATTERY,115
2019-10,2,CRIMINAL DAMAGE,52
2019-10,3,THEFT,182
2019-10,3,BATTERY,242
2019-10,3,CRIMINAL DAMAGE,118
2019-10,21,THEFT,208
2019-10,21,BATTERY,102
2019-10,21,CRIMINAL DAMAGE,63
2019-11,OH,THEFT,43
2019-11,OH,BATTERY,10
2019-11,OH,CRIMINAL DAMAGE,13
2019-11,16,THEFT,95
2019-11,16,BATTERY,106
2019-11,16,CRIMINAL DAMAGE,76
2019-11,17,THEFT,138
2019-11,17,BATTERY,91
2019-11,17,CRIMINAL DAMAGE,69
2019-11,25,THEFT,207
2019-11,25,BATTERY,197
2019-11,25,CRIMINAL DAMAGE,102
2019-11,14,THEFT,248
2019-11,14,BATTERY,76
2019-11,14,CRIMINAL DAMAGE,60
2019-11,24,THEFT,151
2019-11,24,BATTERY,104
2019-11,24,CRIMINAL DAMAGE,38
2019-11,20,THEFT,81
2019-11,20,BATTERY,54
2019-11,20,CRIMINAL DAMAGE,26
2019-11,18,THEFT,548
2019-11,18,BATTERY,165
2019-11,18,CRIMINAL DAMAGE,69
2019-11,19,THEFT,180
2019-11,19,BATTERY,51
2019-11,19,CRIMINAL DAMAGE,39
2019-11,23,THEFT,143
2019-11,23,BATTERY,83
2019-11,23,CRIMINAL DAMAGE,23
2019-11,1,THEFT,513
2019-11,1,BATTERY,109
2019-11,1,CRIMINAL DAMAGE,44
2019-11,12,THEFT,189
2019-11,12,BATTERY,75
2019-11,12,CRIMINAL DAMAGE,45
2019-11,10,THEFT,124
2019-11,10,BATTERY,174
2019-11,10,CRIMINAL DAMAGE,73
2019-11,13,THEFT,185
2019-11,13,BATTERY,74
2019-11,13,CRIMINAL DAMAGE,57
2019-11,11,THEFT,150
2019-11,11,BATTERY,267
2019-11,11,CRIMINAL DAMAGE,91
2019-11,15,THEFT,126
2019-11,15,BATTERY,209
2019-11,15,CRIMINAL DAMAGE,75
2019-11,8,THEFT,231
2019-11,8,BATTERY,216
2019-11,8,CRIMINAL DAMAGE,141
2019-11,4,THEFT,184
2019-11,4,BATTERY,207
2019-11,4,CRIMINAL DAMAGE,119
2019-11,5,THEFT,145
2019-11,5,BATTERY,190
2019-11,5,CRIMINAL DAMAGE,124
2019-11,6,THEFT,214
2019-11,6,BATTERY,302
2019-11,6,CRIMINAL DAMAGE,160
2019-11,22,THEFT,121
2019-11,22,BATTERY,120
2019-11,22,CRIMINAL DAMAGE,68
2019-11,9,THEFT,163
2019-11,9,BATTERY,143
